CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,GAMBLING_CAT,CREDIT_SCORE
CM0VMWG874,192301,1490334,1874937,7.75,9.75,1.2581,9821,5600,0.5702,0.0511,0.0066,0.0052,0,0,0.5005,0.0,0.0,0.0,8241,4213,0.5112,0.0429,0.0055,0.0044,0,0,1.0653,0.0,0.0,0.0,0,0,0.5988,0.0,0.0,0.0,62808,32316,0.5145,0.3266,0.0421,0.0335,9411,7593,0.8068,0.0489,0.0063,0.005,0,0,0.5061,0.0,0.0,0.0,6738,3374,0.5007,0.035,0.0045,0.0036,47022,27343,0.5815,0.2445,0.0316,0.0251,16210,8166,0.5038,0.0843,0.0109,0.0086,160251,88605,0.5529,0.8333,0.1075,0.0855,No,570
CM33S4ZFXL,39164,21758,731069,0.5556,18.6669,33.6,712,350,0.4916,0.0182,0.0327,0.001,9293,4684,0.504,0.2373,0.4271,0.0127,4285,2546,0.5942,0.1094,0.1969,0.0059,0,0,0.3778,0.0,0.0,0.0,0,0,0.5385,0.0,0.0,0.0,5377,2998,0.5576,0.1373,0.2471,0.0074,850,474,0.5576,0.0217,0.0391,0.0012,3426,1734,0.5061,0.0875,0.1575,0.0047,0,0,0.5427,0.0,0.0,0.0,18516,11173,0.6034,0.4728,0.851,0.0253,1057,528,0.4995,0.027,0.0486,0.0014,43516,24487,0.5627,1.1111,2.0,0.0595,No,436
CM5UQXT3VC,125142,898744,1194532,7.1818,9.5454,1.3291,5051,3420,0.6771,0.0404,0.0056,0.0042,18323,9183,0.5012,0.1464,0.0204,0.0153,4841,2477,0.5117,0.0387,0.0054,0.0041,0,0,0.6302,0.0,0.0,0.0,0,0,0.5727,0.0,0.0,0.0,37764,19520,0.5169,0.3018,0.042,0.0316,5793,2352,0.406,0.0463,0.0064,0.0048,0,0,0.5061,0.0,0.0,0.0,3723,2033,0.5461,0.0298,0.0041,0.0031,28485,16735,0.5875,0.2276,0.0317,0.0238,9785,4937,0.5045,0.0782,0.0109,0.0082,113765,60657,0.5332,0.9091,0.1266,0.0952,No,566
CM904462BX,406160,1189467,1595627,2.9286,3.9286,1.3415,13607,654,0.0481,0.0335,0.0114,0.0085,9739,4885,0.5016,0.024,0.0082,0.0061,37383,18922,0.5062,0.092,0.0314,0.0234,0,0,0.9741,0.0,0.0,0.0,0,0,0.474,0.0,0.0,0.0,36126,16632,0.4604,0.0889,0.0304,0.0226,3373,1067,0.3163,0.0083,0.0028,0.0021,52414,26526,0.5061,0.129,0.0441,0.0328,16197,8109,0.5006,0.0399,0.0136,0.0102,101919,55405,0.5436,0.2509,0.0857,0.0639,19356,9767,0.5046,0.0477,0.0163,0.0121,290114,141967,0.4893,0.7143,0.2439,0.1818,No,746
CMADLPAMBG,48271,43883,421277,0.9091,8.7273,9.6,1521,770,0.5062,0.0315,0.0347,0.0036,9711,4873,0.5018,0.2012,0.2213,0.0231,5285,3481,0.6587,0.1095,0.1204,0.0125,0,0,1.0127,0.0,0.0,0.0,1486,858,0.5774,0.0308,0.0339,0.0035,5142,2646,0.5146,0.1065,0.1172,0.0122,813,410,0.5043,0.0168,0.0185,0.0019,3569,1806,0.506,0.0739,0.0813,0.0085,0,0,0.4794,0.0,0.0,0.0,15252,6277,0.4116,0.316,0.3476,0.0362,1104,554,0.5018,0.0229,0.0252,0.0026,43883,21675,0.4939,0.9091,1.0,0.1042,High,562
CMALTPVLZH,175106,636748,1751057,3.6364,10.0,2.75,4054,0,0.5563,0.0232,0.0064,0.0023,0,0,0.5039,0.0,0.0,0.0,8924,5675,0.6359,0.051,0.014,0.0051,0,0,0.6343,0.0,0.0,0.0,0,0,0.5622,0.0,0.0,0.0,53698,29751,0.554,0.3067,0.0843,0.0307,10171,2646,0.2602,0.0581,0.016,0.0058,0,0,0.5061,0.0,0.0,0.0,4846,2206,0.4552,0.0277,0.0076,0.0028,64731,41271,0.6376,0.3697,0.1017,0.037,12763,6410,0.5022,0.0729,0.02,0.0073,159187,87959,0.5526,0.9091,0.25,0.0909,No,540
CMB9X73ZRE,388445,1193082,1109844,3.0714,2.8571,0.9302,16673,11313,0.6785,0.0429,0.014,0.015,7940,4001,0.5039,0.0204,0.0067,0.0072,30254,15365,0.5079,0.0779,0.0254,0.0273,0,0,1.1056,0.0,0.0,0.0,17314,9289,0.5365,0.0446,0.0145,0.0156,32693,16840,0.5151,0.0842,0.0274,0.0295,7551,3793,0.5023,0.0194,0.0063,0.0068,42640,21580,0.5061,0.1098,0.0357,0.0384,13175,6596,0.5006,0.0339,0.011,0.0119,93357,53847,0.5768,0.2403,0.0782,0.0841,15864,7951,0.5012,0.0408,0.0133,0.0143,277461,150575,0.5427,0.7143,0.2326,0.25,High,615
CMC6JY0ZR0,275625,451022,3558066,1.6364,12.9091,7.8889,15594,1217,0.078,0.0566,0.0346,0.0044,8730,4400,0.504,0.0317,0.0194,0.0025,45058,28863,0.6406,0.1635,0.0999,0.0127,0,0,1.0449,0.0,0.0,0.0,0,0,0.456,0.0,0.0,0.0,30512,13170,0.4316,0.1107,0.0677,0.0086,9104,880,0.0967,0.033,0.0202,0.0026,46808,23689,0.5061,0.1698,0.1038,0.0132,13260,6036,0.4552,0.0481,0.0294,0.0037,64047,12179,0.1902,0.2324,0.142,0.018,17455,8747,0.5011,0.0633,0.0387,0.0049,250568,99181,0.3958,0.9091,0.5556,0.0704,No,624
CMC90H2KJZ,28146,10235,417068,0.3636,14.818,40.7492,1131,588,0.5199,0.0402,0.1105,0.0027,0,0,0.5019,0.0,0.0,0.0,2675,1344,0.5024,0.095,0.2614,0.0064,0,0,0.7132,0.0,0.0,0.0,0,0,0.5691,0.0,0.0,0.0,3765,1946,0.5169,0.1338,0.3679,0.009,778,300,0.3856,0.0276,0.076,0.0019,2617,1324,0.5059,0.093,0.2557,0.0063,0,0,0.5021,0.0,0.0,0.0,13811,7237,0.524,0.4907,1.3494,0.0331,810,406,0.5012,0.0288,0.0791,0.0019,25587,13145,0.5137,0.9091,2.5,0.0613,No,539
CMEM1KVY2A,15204,11058,123016,0.7273,8.091,11.1246,220,40,0.1818,0.0145,0.0199,0.0018,4478,2257,0.504,0.2945,0.405,0.0364,1691,882,0.5216,0.1112,0.1529,0.0137,0,0,1.0424,0.0,0.0,0.0,0,0,0.4653,0.0,0.0,0.0,2323,1179,0.5075,0.1528,0.2101,0.0189,130,71,0.5462,0.0086,0.0118,0.0011,0,0,0.5062,0.0,0.0,0.0,0,0,0.469,0.0,0.0,0.0,4472,1039,0.2323,0.2941,0.4044,0.0364,508,256,0.5039,0.0334,0.0459,0.0041,13822,5724,0.4141,0.9091,1.25,0.1124,No,589
CMEVXKGCJ8,34026,18904,487710,0.5556,14.3335,25.7993,916,561,0.6124,0.0269,0.0485,0.0019,9242,4634,0.5014,0.2716,0.4889,0.0189,3479,1780,0.5116,0.1022,0.184,0.0071,0,0,0.6636,0.0,0.0,0.0,1034,550,0.5319,0.0304,0.0547,0.0021,4888,2531,0.5178,0.1437,0.2586,0.01,477,353,0.74,0.014,0.0252,0.001,0,0,0.5062,0.0,0.0,0.0,0,0,0.5114,0.0,0.0,0.0,16722,9544,0.5707,0.4914,0.8846,0.0343,1049,527,0.5024,0.0308,0.0555,0.0022,37807,20480,0.5417,1.1111,1.9999,0.0775,High,510
CMFXLFFSII,30263,13756,178828,0.4545,5.9091,13.0,561,437,0.779,0.0185,0.0408,0.0031,6884,3461,0.5028,0.2275,0.5004,0.0385,3314,2080,0.6276,0.1095,0.2409,0.0185,0,0,0.7151,0.0,0.0,0.0,1042,493,0.4731,0.0344,0.0757,0.0058,3660,1881,0.5139,0.1209,0.2661,0.0205,848,380,0.4481,0.028,0.0616,0.0047,2543,1287,0.5061,0.084,0.1849,0.0142,0,0,0.5541,0.0,0.0,0.0,7874,4684,0.5949,0.2602,0.5724,0.044,786,393,0.5,0.026,0.0571,0.0044,27512,15096,0.5487,0.9091,2.0,0.1538,High,544
CMII0VQQCQ,230566,499559,1844525,2.1667,8.0,3.6923,12109,6924,0.5718,0.0525,0.0242,0.0066,0,0,0.4996,0.0,0.0,0.0,7977,4033,0.5056,0.0346,0.016,0.0043,0,0,0.2902,0.0,0.0,0.0,0,0,0.5773,0.0,0.0,0.0,65563,35955,0.5484,0.2844,0.1312,0.0355,12945,9087,0.702,0.0561,0.0259,0.007,0,0,0.5062,0.0,0.0,0.0,6553,3280,0.5005,0.0284,0.0131,0.0036,71244,51947,0.7291,0.309,0.1426,0.0386,15747,7889,0.501,0.0683,0.0315,0.0085,192138,119115,0.6199,0.8333,0.3846,0.1042,No,562
CMKEHQEKPD,26883,307661,32857,11.4444,1.2222,0.1068,706,75,0.1062,0.0263,0.0023,0.0215,0,0,0.5017,0.0,0.0,0.0,4827,3021,0.6259,0.1796,0.0157,0.1469,0,0,1.1253,0.0,0.0,0.0,0,0,0.5598,0.0,0.0,0.0,4250,2076,0.4885,0.1581,0.0138,0.1293,3278,688,0.2099,0.1219,0.0107,0.0998,7632,3862,0.506,0.2839,0.0248,0.2323,187,102,0.5455,0.007,0.0006,0.0057,7290,1237,0.1697,0.2712,0.0237,0.2219,1700,856,0.5035,0.0632,0.0055,0.0517,29870,11917,0.399,1.1111,0.0971,0.9091,No,701
CMMF386NI5,46119,341281,41507,7.4,0.9,0.1216,1465,760,0.5188,0.0318,0.0043,0.0353,0,0,0.5003,0.0,0.0,0.0,5310,2703,0.509,0.1151,0.0156,0.1279,0,0,0.0902,0.0,0.0,0.0,0,0,0.5802,0.0,0.0,0.0,6569,3398,0.5173,0.1424,0.0192,0.1583,4564,2316,0.5074,0.099,0.0134,0.11,11140,5638,0.5061,0.2415,0.0326,0.2684,289,145,0.5017,0.0063,0.0008,0.007,14318,8424,0.5884,0.3105,0.042,0.345,2464,1236,0.5016,0.0534,0.0072,0.0594,46119,24620,0.5338,1.0,0.1351,1.1111,No,665
CMO5U4DNIZ,0,57467,116447,2.3346,6.4826,2.0263,0,0,0.2364,0.0565,0.0,0.0,0,0,0.5038,0.0,0.0,0.0,0,0,0.5496,0.2125,0.0,0.0,0,0,1.0446,0.0,0.0,0.0,665,281,0.4226,0.0,0.0116,0.0057,1025,531,0.518,0.24,0.0178,0.0088,178,120,0.6742,0.08,0.0031,0.0015,0,0,0.5062,0.0902,0.0,0.0,0,0,0.5214,0.0414,0.0,0.0,12762,6769,0.5304,0.2181,0.2221,0.1096,493,248,0.503,0.0476,0.0086,0.0042,15123,7949,0.5256,0.5809,0.2632,0.1299,Low,540
CMR6FV2Q7W,50750,406000,60900,8.0,1.2,0.15,1126,203,0.1803,0.0222,0.0028,0.0185,0,0,0.5037,0.0,0.0,0.0,7156,3662,0.5117,0.141,0.0176,0.1175,0,0,1.071,0.0,0.0,0.0,0,0,0.4822,0.0,0.0,0.0,8247,3961,0.4803,0.1625,0.0203,0.1354,3388,346,0.1021,0.0668,0.0083,0.0556,15035,7610,0.5062,0.2963,0.037,0.2469,363,198,0.5455,0.0072,0.0009,0.006,12097,2087,0.1725,0.2384,0.0298,0.1986,3338,1683,0.5042,0.0658,0.0082,0.0548,50750,19750,0.3892,1.0,0.125,0.8333,No,665
CMROYMGFP2,30555,394433,41666,12.909,1.3636,0.1056,595,114,0.1916,0.0195,0.0015,0.0143,0,0,0.5026,0.0,0.0,0.0,5174,3410,0.6591,0.1693,0.0131,0.1242,0,0,0.6532,0.0,0.0,0.0,0,0,0.5864,0.0,0.0,0.0,3655,1525,0.4172,0.1196,0.0093,0.0877,1512,81,0.0536,0.0495,0.0038,0.0363,7502,3797,0.5061,0.2455,0.019,0.1801,193,97,0.5026,0.0063,0.0005,0.0046,7482,1442,0.1927,0.2449,0.019,0.1796,1664,837,0.503,0.0545,0.0042,0.0399,27777,11303,0.4069,0.9091,0.0704,0.6667,No,634
CMSNEXIZTP,36023,399526,9824,11.0909,0.2727,0.0246,2404,1395,0.5803,0.0667,0.006,0.2447,0,0,0.5005,0.0,0.0,0.0,9723,5961,0.6131,0.2699,0.0243,0.9897,0,0,1.4638,0.0,0.0,0.0,736,386,0.5245,0.0204,0.0018,0.0749,9245,4782,0.5173,0.2566,0.0231,0.9411,6762,1136,0.168,0.1877,0.0169,0.6883,0,0,0.506,0.0,0.0,0.0,382,175,0.4581,0.0106,0.001,0.0389,0,0,0.1446,0.0,0.0,0.0,3496,1757,0.5026,0.097,0.0088,0.3559,32748,15592,0.4761,0.9091,0.082,3.3335,Low,626
CMT09E8JYT,158379,237568,1092815,1.5,6.9,4.6,14842,8548,0.5759,0.0937,0.0625,0.0136,0,0,0.5018,0.0,0.0,0.0,26001,13229,0.5088,0.1642,0.1094,0.0238,0,0,0.5262,0.0,0.0,0.0,15456,7793,0.5042,0.0976,0.0651,0.0141,8643,4457,0.5157,0.0546,0.0364,0.0079,3026,2033,0.6718,0.0191,0.0127,0.0028,24125,12209,0.5061,0.1523,0.1015,0.0221,3495,1749,0.5004,0.0221,0.0147,0.0032,58610,27526,0.4696,0.3701,0.2467,0.0536,4181,2105,0.5035,0.0264,0.0176,0.0038,158379,79649,0.5029,1.0,0.6667,0.1449,High,590
CMTCC0DDVU,51219,605319,65188,11.8183,1.2727,0.1077,1209,740,0.6121,0.0236,0.002,0.0185,0,0,0.5013,0.0,0.0,0.0,5184,2620,0.5054,0.1012,0.0086,0.0795,0,0,0.4241,0.0,0.0,0.0,0,0,0.5156,0.0,0.0,0.0,6422,3308,0.5151,0.1254,0.0106,0.0985,2970,1507,0.5074,0.058,0.0049,0.0456,10890,5511,0.5061,0.2126,0.018,0.1671,288,144,0.5,0.0056,0.0005,0.0044,17185,9831,0.5721,0.3355,0.0284,0.2636,2415,1213,0.5023,0.0472,0.004,0.037,46563,24874,0.5342,0.9091,0.0769,0.7143,No,633
CMXP3CGVDF,39549,340121,23729,8.6,0.6,0.0698,1388,860,0.6196,0.0351,0.0041,0.0585,0,0,0.5047,0.0,0.0,0.0,5924,2900,0.4895,0.1498,0.0174,0.2497,0,0,0.6937,0.0,0.0,0.0,594,295,0.4966,0.015,0.0017,0.025,7409,3815,0.5149,0.1873,0.0218,0.3122,5126,1757,0.3428,0.1296,0.0151,0.216,0,0,0.506,0.0,0.0,0.0,249,112,0.4498,0.0063,0.0007,0.0105,16081,9338,0.5807,0.4066,0.0473,0.6777,2778,1398,0.5032,0.0702,0.0082,0.1171,39549,20475,0.5177,1.0,0.1163,1.6667,Low,692
CMZLDYQ1Q7,22415,291400,17434,13.0002,0.7778,0.0598,744,180,0.2419,0.0332,0.0026,0.0427,0,0,0.5022,0.0,0.0,0.0,3234,1667,0.5155,0.1443,0.0111,0.1855,0,0,0.6478,0.0,0.0,0.0,249,133,0.5341,0.0111,0.0009,0.0143,3752,1873,0.4992,0.1674,0.0129,0.2152,2156,845,0.3919,0.0962,0.0074,0.1237,6612,3346,0.506,0.295,0.0227,0.3793,162,90,0.5556,0.0072,0.0006,0.0093,6526,1204,0.1845,0.2911,0.0224,0.3743,1471,738,0.5017,0.0656,0.005,0.0844,24906,10076,0.4046,1.1111,0.0855,1.4286,Low,715
CN2GNCVYB5,149294,149294,612105,1.0,4.1,4.1,8290,5795,0.699,0.0555,0.0555,0.0135,0,0,0.5025,0.0,0.0,0.0,30554,15472,0.5064,0.2047,0.2047,0.0499,0,0,0.0266,0.0,0.0,0.0,18510,9318,0.5034,0.124,0.124,0.0302,10560,5443,0.5154,0.0707,0.0707,0.0173,3065,1790,0.584,0.0205,0.0205,0.005,29353,14856,0.5061,0.1966,0.1966,0.048,3543,1774,0.5007,0.0237,0.0237,0.0058,40300,21531,0.5343,0.2699,0.2699,0.0658,5119,2566,0.5013,0.0343,0.0343,0.0084,149294,78545,0.5261,1.0,1.0,0.2439,High,589
CN3JAAAP5X,308488,678675,1089993,2.2,3.5333,1.6061,20391,16696,0.8188,0.0661,0.03,0.0187,0,0,0.5002,0.0,0.0,0.0,20800,10574,0.5084,0.0674,0.0306,0.0191,0,0,1.1154,0.0,0.0,0.0,0,0,0.5413,0.0,0.0,0.0,25157,14283,0.5678,0.0815,0.0371,0.0231,13471,9566,0.7101,0.0437,0.0198,0.0124,29330,14844,0.5061,0.0951,0.0432,0.0269,7552,3026,0.4007,0.0245,0.0111,0.0069,77941,56577,0.7259,0.2527,0.1148,0.0715,11017,5529,0.5019,0.0357,0.0162,0.0101,205659,131095,0.6374,0.6667,0.303,0.1887,No,611
CN5WJ2UC7E,66414,79697,630933,1.2,9.5,7.9166,8502,5048,0.5937,0.128,0.1067,0.0135,0,0,0.5027,0.0,0.0,0.0,14183,7170,0.5055,0.2136,0.178,0.0225,0,0,1.1258,0.0,0.0,0.0,0,0,0.5503,0.0,0.0,0.0,4828,2491,0.5159,0.0727,0.0606,0.0077,1393,846,0.6073,0.021,0.0175,0.0022,0,0,0.506,0.0,0.0,0.0,1784,812,0.4552,0.0269,0.0224,0.0028,33382,19316,0.5786,0.5026,0.4189,0.0529,2342,1176,0.5021,0.0353,0.0294,0.0037,66414,36859,0.555,1.0,0.8333,0.1053,No,562
CN66NQYMTZ,0,66796,147345,7.6325,3.0218,2.2059,0,0,0.0072,0.0677,0.0,0.0,0,0,0.5054,0.0,0.0,0.0,0,0,0.5265,0.1485,0.0,0.0,0,0,0.9202,0.0,0.0,0.0,0,0,0.4575,0.0,0.0,0.0,1291,666,0.5159,0.1351,0.0193,0.0088,262,187,0.7137,0.1201,0.0039,0.0018,1794,908,0.5061,0.0165,0.0269,0.0122,0,0,0.509,0.014,0.0,0.0,15673,8104,0.5171,0.0,0.2346,0.1064,626,314,0.5016,0.0654,0.0094,0.0042,19646,10179,0.5181,1.024,0.2941,0.1333,No,612
CN6PT3IMWN,272408,607680,1550633,2.2308,5.6923,2.5517,12083,881,0.0729,0.0444,0.0199,0.0078,0,0,0.5033,0.0,0.0,0.0,31797,16521,0.5196,0.1167,0.0523,0.0205,0,0,0.8496,0.0,0.0,0.0,0,0,0.5814,0.0,0.0,0.0,33225,16309,0.4909,0.122,0.0547,0.0214,4730,830,0.1755,0.0174,0.0078,0.0031,45056,22803,0.5061,0.1654,0.0741,0.0291,12760,5806,0.455,0.0468,0.021,0.0082,53112,4106,0.0773,0.195,0.0874,0.0343,16782,8410,0.5011,0.0616,0.0276,0.0108,209545,75666,0.3611,0.7692,0.3448,0.1351,No,694
CN80UWFUYK,13930,139302,10835,10.0001,0.7778,0.0778,514,100,0.1946,0.0369,0.0037,0.0474,0,0,0.5032,0.0,0.0,0.0,2324,1186,0.5103,0.1668,0.0167,0.2145,0,0,0.8273,0.0,0.0,0.0,0,0,0.6057,0.0,0.0,0.0,2871,1483,0.5165,0.2061,0.0206,0.265,1640,1319,0.8043,0.1177,0.0118,0.1514,0,0,0.5063,0.0,0.0,0.0,132,66,0.5,0.0095,0.0009,0.0122,6916,3659,0.5291,0.4965,0.0496,0.6383,1081,540,0.4995,0.0776,0.0078,0.0998,15478,8353,0.5397,1.1111,0.1111,1.4285,No,627
CN81EENCFN,326750,653500,2211845,2.0,6.7692,3.3846,12429,466,0.0375,0.038,0.019,0.0056,0,0,0.5025,0.0,0.0,0.0,50129,33771,0.6737,0.1534,0.0767,0.0227,0,0,1.1286,0.0,0.0,0.0,13829,6580,0.4758,0.0423,0.0212,0.0063,32899,15255,0.4637,0.1007,0.0503,0.0149,6771,539,0.0796,0.0207,0.0104,0.0031,47445,24012,0.5061,0.1452,0.0726,0.0215,14659,7339,0.5006,0.0449,0.0224,0.0066,55630,14497,0.2606,0.1703,0.0851,0.0252,17555,8822,0.5025,0.0537,0.0269,0.0079,251346,111281,0.4427,0.7692,0.3846,0.1136,High,559
CN86STQCI7,136927,684634,373437,5.0,2.7273,0.5455,2394,1219,0.5092,0.0175,0.0035,0.0064,24788,12478,0.5034,0.181,0.0362,0.0664,6675,3435,0.5146,0.0487,0.0097,0.0179,0,0,0.3121,0.0,0.0,0.0,0,0,0.4334,0.0,0.0,0.0,47021,22413,0.4767,0.3434,0.0687,0.1259,3836,699,0.1822,0.028,0.0056,0.0103,0,0,0.5061,0.0,0.0,0.0,5476,2741,0.5005,0.04,0.008,0.0147,21167,5602,0.2647,0.1546,0.0309,0.0567,13122,6592,0.5024,0.0958,0.0192,0.0351,124479,55179,0.4433,0.9091,0.1818,0.3333,No,668
CNA0N5FGF8,34908,372355,27151,10.6668,0.7778,0.0729,2471,2030,0.8215,0.0708,0.0066,0.091,0,0,0.5036,0.0,0.0,0.0,4795,2420,0.5047,0.1374,0.0129,0.1766,0,0,0.474,0.0,0.0,0.0,439,225,0.5125,0.0126,0.0012,0.0162,6478,3680,0.5681,0.1856,0.0174,0.2386,4458,3150,0.7066,0.1277,0.012,0.1642,0,0,0.5062,0.0,0.0,0.0,264,132,0.5,0.0076,0.0007,0.0097,17697,12421,0.7019,0.507,0.0475,0.6518,2185,1096,0.5016,0.0626,0.0059,0.0805,38787,25154,0.6485,1.1111,0.1042,1.4286,Low,593
CNB6KA8Y2Y,117293,53315,980996,0.4545,8.3636,18.4,7926,7926,1.0,0.0676,0.1487,0.0081,0,0,0.502,0.0,0.0,0.0,29939,14858,0.4963,0.2552,0.5615,0.0305,0,0,0.8489,0.0,0.0,0.0,17866,9120,0.5105,0.1523,0.3351,0.0182,10122,5238,0.5175,0.0863,0.1899,0.0103,3576,1833,0.5126,0.0305,0.0671,0.0036,28189,14266,0.5061,0.2403,0.5287,0.0287,4083,2044,0.5006,0.0348,0.0766,0.0042,0,0,0.4274,0.0,0.0,0.0,4929,2476,0.5023,0.042,0.0925,0.005,106630,57761,0.5417,0.9091,2.0,0.1087,High,552
CNB6ZODJ6L,170833,905415,1281248,5.3,7.5,1.4151,5026,5026,1.0,0.0294,0.0056,0.0039,26764,13460,0.5029,0.1567,0.0296,0.0209,7287,3698,0.5075,0.0427,0.008,0.0057,0,0,0.8991,0.0,0.0,0.0,2332,1106,0.4743,0.0137,0.0026,0.0018,55212,28491,0.516,0.3232,0.061,0.0431,13261,8280,0.6244,0.0776,0.0146,0.0104,0,0,0.5062,0.0,0.0,0.0,5917,2962,0.5006,0.0346,0.0065,0.0046,40832,19507,0.4777,0.239,0.0451,0.0319,14202,7121,0.5014,0.0831,0.0157,0.0111,170833,89651,0.5248,1.0,0.1887,0.1333,High,554
CNBVM20AJW,335950,791881,2831575,2.3571,8.4286,3.5758,19793,8977,0.4535,0.0589,0.025,0.007,0,0,0.5019,0.0,0.0,0.0,33170,20936,0.6312,0.0987,0.0419,0.0117,0,0,0.8411,0.0,0.0,0.0,0,0,0.4304,0.0,0.0,0.0,26609,13761,0.5172,0.0792,0.0336,0.0094,10964,7774,0.709,0.0326,0.0138,0.0039,34699,17562,0.5061,0.1033,0.0438,0.0123,10721,5367,0.5006,0.0319,0.0135,0.0038,91103,44107,0.4841,0.2712,0.115,0.0322,12905,6486,0.5026,0.0384,0.0163,0.0046,239964,124970,0.5208,0.7143,0.303,0.0847,No,672
CNCSW4XXRR,46098,78367,414882,1.7,9.0,5.2941,4904,1744,0.3556,0.1064,0.0626,0.0118,0,0,0.5027,0.0,0.0,0.0,9931,5024,0.5059,0.2154,0.1267,0.0239,274,149,0.5438,0.0059,0.0035,0.0007,5183,2842,0.5483,0.1124,0.0661,0.0125,3308,1705,0.5154,0.0718,0.0422,0.008,1157,768,0.6638,0.0251,0.0148,0.0028,0,0,0.5062,0.0,0.0,0.0,1332,666,0.5,0.0289,0.017,0.0032,18406,8696,0.4725,0.3993,0.2349,0.0444,1603,803,0.5009,0.0348,0.0205,0.0039,46098,22397,0.4859,1.0,0.5882,0.1111,High,542
CNE9JU5ZZ5,0,18271,58966,13.2085,2.4376,3.2273,0,0,0.2568,0.0256,0.0,0.0,0,0,0.5046,0.0,0.0,0.0,0,0,0.5154,0.25,0.0,0.0,0,0,0.3305,0.0022,0.0,0.0,0,0,0.5564,0.0217,0.0,0.0,540,325,0.6019,0.0956,0.0296,0.0092,80,42,0.525,0.1558,0.0044,0.0014,616,312,0.5065,0.2131,0.0337,0.0104,0,0,0.48,0.0277,0.0,0.0,6854,3766,0.5495,0.4583,0.3751,0.1162,215,107,0.4977,0.0975,0.0118,0.0036,8305,4552,0.5481,0.8384,0.4545,0.1408,No,630
CNEVM7HJRT,56084,514948,86674,9.1817,1.5454,0.1683,3426,1580,0.4612,0.0611,0.0067,0.0395,0,0,0.5046,0.0,0.0,0.0,8332,4278,0.5134,0.1486,0.0162,0.0961,0,0,0.6971,0.0,0.0,0.0,0,0,0.4992,0.0,0.0,0.0,10271,5325,0.5185,0.1831,0.0199,0.1185,7380,4962,0.6724,0.1316,0.0143,0.0851,0,0,0.5062,0.0,0.0,0.0,456,228,0.5,0.0081,0.0009,0.0053,17241,7885,0.4573,0.3074,0.0335,0.1989,3879,1951,0.503,0.0692,0.0075,0.0448,50985,26209,0.5141,0.9091,0.099,0.5882,No,670
CNFBD496YT,160951,1512939,1287608,9.4,8.0,0.8511,5520,245,0.0444,0.0343,0.0036,0.0043,0,0,0.5023,0.0,0.0,0.0,10323,5218,0.5055,0.0641,0.0068,0.008,0,0,0.4739,0.0,0.0,0.0,3453,1595,0.4619,0.0215,0.0023,0.0027,72101,33979,0.4713,0.448,0.0477,0.056,2583,342,0.1324,0.016,0.0017,0.002,0,0,0.5061,0.0,0.0,0.0,7066,3538,0.5007,0.0439,0.0047,0.0055,39501,2434,0.0616,0.2454,0.0261,0.0307,20404,10202,0.5,0.1268,0.0135,0.0158,160951,57553,0.3576,1.0,0.1064,0.125,High,634
